GeneratedOn,GeneratedBy,Id,AccountName,Amount,CloseDate,Name,OwnerEmail,StageName,Type
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Seaport Resources,1692,2002-10-18,Seaport Resources / Small Office $$1692,duston@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Rockview Info Optical Inc,1809,2002-10-25,"Rockview Info Optical Inc - SM OFF, $1809",meiying@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,South of Market Storage Tec,1666,2002-10-25,"South of Market Storage Tec, Small Office Prop 7",faiz@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Italian Windows,44146,2002-11-01,"Italian Windows, Small Garage 18",winthrop@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial Distrct Forecasting,3522,2002-11-08,Financial Distrct Forecasting / Small Office Property Coverage $4K,meiying@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bell & West,3553,2002-11-15,"Bell & West, Small Office Property Coverage 14",faiz@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,"Rogers, Oster & Stewart Inc",117983,2002-11-15,"Rogers, Oster & Stewart Inc - Corp Office, $117983",harper@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,DooLuuPe,21628,2002-11-22,DooLuuPe / LG OFF $22K,kristen@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,LooHaLoo Inc,76586,2002-11-22,"LooHaLoo Inc, CORP OFC PROP 15",faiz@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,University Data Solutions,77353,2002-11-29,"University Data Solutions - CORP OFC PROP, $77353",coraline@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Electronics Data Solutions,1705,2002-11-29,Electronics Data Solutions / Small Office Property Coverage $$1705,kristen@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Maximum Forecasting,1728,2002-11-29,"Maximum Forecasting, SM OFF 7",elisha@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Adaptive Touch Tech,20646,2002-11-29,Adaptive Touch Tech / LG OFC PROP $21K,devindar@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sedgwick Net Networks,116731,2002-12-06,"Sedgwick Net Networks - Corp Office Property Coverage, $116731",meiying@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial Distrct,4433,2002-12-06,"Financial Distrct - SM OFF, $4433",elisha@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Franklin Investing,69846,2002-12-06,"Franklin Investing, Corp Office Prop 14",elisha@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Coopaa,101523,2002-12-13,"Coopaa - CORP OFC PROP, $101523",duston@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Therapy Medications,30429,2002-12-13,"Therapy Medications, SM HC PROP 15",winthrop@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial District Network Materials,3620,2002-12-13,"Financial District Network Materials, Small Office Property Coverage 14",joy@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Zugee,1711,2002-12-27,Zugee / SM OFC PROP $$1711,stuart@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Charleston Touch Optics,3511,2002-12-27,"Charleston Touch Optics, Small Office 14",tomas@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,East Life,15691,2003-01-03,"East Life, SM HC 8",yarin@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Omega Forecasting,1728,2003-01-10,"Omega Forecasting - Small Office Prop, $1728",duston@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,LooHaLoo Inc,23249,2003-01-17,"LooHaLoo Inc, Large Office Property Coverage 15",stuart@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Ballpark Products,20678,2003-01-17,"Ballpark Products - Small Garage, $20678",duston@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,VooJo,3586,2003-01-24,"VooJo, SM OFC PROP 14",rod@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Salem Bank,120189,2003-02-08,"Salem Bank - Corp Office, $120189",stuart@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,New Health Care,16132,2003-02-08,"New Health Care, SM HC PROP 8",sherill@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sheafe Information Innovations,95723,2003-02-08,Sheafe Information Innovations / CORP OFC PROP $96K,adrian@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Clementina Data Solutions,21931,2003-02-15,"Clementina Data Solutions, Large Office Prop 14",xiaodan@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Green Touch Mobile,114416,2003-03-05,"Green Touch Mobile, Corp Office Prop 24",sherill@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Jamaica Plain Network Microtechnologies,108064,2003-03-05,"Jamaica Plain Network Microtechnologies, Corp Office Prop 22",harper@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,"Brentley, Eggers & Lee Attorneys",34222,2003-03-12,"Brentley, Eggers & Lee Attorneys, Large Office Prop 23",joy@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Prince Advisers Brothers,74535,2003-04-02,"Prince Advisers Brothers - Corp Office, $74535",xiaodan@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial Lenders,2030,2003-04-09,Financial Lenders / Small Office Property Coverage $2K,joy@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Yerba Buena Resources,2003,2003-04-09,"Yerba Buena Resources, Small Office Property Coverage 8",elisha@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Electronics Info Computers,97974,2003-04-09,"Electronics Info Computers - CORP OFF, $97974",meiying@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Max Electrical LLC,128492,2003-04-16,"Max Electrical LLC, Active Garage Prop 21",devindar@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,SOMA Apps Machines,69154,2003-04-16,"SOMA Apps Machines, CORP OFF 14",airianna@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Yerba Buena Resources,1933,2003-04-16,"Yerba Buena Resources, SM OFC PROP 8",duston@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,"Rogers, Oster & Stewart Inc",35759,2003-04-23,"Rogers, Oster & Stewart Inc / Large Office Property Coverage $36K",giridhar@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Westside Reclaimed International,29176,2003-05-09,"Westside Reclaimed International, Small Mfg Property Coverage 14",meiying@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bayview Fencing Transportation,152603,2003-05-09,Bayview Fencing Transportation / Medium Mfg Prop $153K,adrian@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Innovative Data Mobile,1677,2003-05-16,"Innovative Data Mobile, Small Office Property Coverage 7",joy@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sunshine Aero Rentals,160424,2003-05-16,"Sunshine Aero Rentals, Medium Mfg Property Coverage 24",coraline@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Online Data Worldwide,20919,2003-05-16,"Online Data Worldwide, LG OFC PROP 14",rod@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,SoMa Systems,43997,2003-05-23,SoMa Systems / Small Garage Property Coverage $44K,sherill@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Salutation Unlimited,3433,2003-05-23,Salutation Unlimited / Small Office Prop $3K,coraline@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,North Beach Reclaimed Contractors,26808,2003-05-30,"North Beach Reclaimed Contractors, SM MFG 14",winthrop@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,L. D. Media Solutions,23193,2003-05-30,L. D. Media Solutions / LG OFF $23K,coraline@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,East Life,15823,2003-06-06,East Life / SM HC PROP $16K,devindar@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,East Information Labs Inc.,117785,2003-06-06,"East Information Labs Inc., CORP OFF 23",meiying@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Adaptive Information Research,4583,2003-06-13,Adaptive Information Research / SM OFC PROP $5K,duston@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Leerovoo,1909,2003-07-04,"Leerovoo, Small Office 8",tomas@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Peak Investments Inc,28896,2003-07-04,"Peak Investments Inc, LG OFC PROP 19",stuart@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Harris Financial,1743,2003-07-04,"Harris Financial - Small Office Property Coverage, $1743",stuart@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Charter Lenders Inc,22986,2003-07-04,Charter Lenders Inc / LG OFF $23K,harper@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Yasobu,1764,2003-07-11,"Yasobu - Small Office Property Coverage, $1764",sherill@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bayview Wood Rentals,30975,2003-07-18,"Bayview Wood Rentals, SM MFG PROP 15",tomas@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial Distrct LLP,1744,2003-07-18,"Financial Distrct LLP - SM OFC PROP, $1744",sherill@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Charles River Info Optical,32478,2003-07-25,"Charles River Info Optical - Large Office Property Coverage, $32478",stuart@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Leerovoo,2006,2003-07-25,"Leerovoo, SM OFF 8",joy@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,America Institute,29378,2003-08-08,America Institute / Small Healthcare Prop $29K,stuart@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Maximum Forecasting,1744,2003-08-15,"Maximum Forecasting, SM OFC PROP 7",devindar@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Seaport Accountants Brothers,1945,2003-08-15,Seaport Accountants Brothers / SM OFF $$1945,xiaodan@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,SOMA Data Materials,20477,2003-08-15,SOMA Data Materials / LG OFC PROP $20K,yarin@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,FiDi Info Mobile,75647,2003-08-15,"FiDi Info Mobile - Corp Office, $75647",meiying@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial Distrct Laboratories,43639,2003-08-22,"Financial Distrct Laboratories, Small Healthcare Prop 21",meiying@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Beach Manufacturing Supplies,31486,2003-08-29,Beach Manufacturing Supplies / Small Mfg Property Coverage $31K,giridhar@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Halleck,3482,2003-08-29,"Halleck - SM OFF, $3482",duston@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Rankin Manufacturing Parts,32843,2003-09-13,"Rankin Manufacturing Parts, SM MFG 17",sherill@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sooku,68774,2003-09-13,"Sooku, Corp Office 14",faiz@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Jamaica Plain Touch Networks,69442,2003-09-13,"Jamaica Plain Touch Networks, Corp Office Prop 14",joy@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Puuluu,71562,2003-09-20,"Puuluu - CORP OFF, $71562",kristen@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Kamo,5060,2003-09-20,"Kamo - SM OFC PROP, $5060",sherill@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,South Iron Materials,36227,2003-09-20,"South Iron Materials - Small Mfg Prop, $36227",yarin@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Julia App Tech Inc,98754,2003-09-20,"Julia App Tech Inc, Corp Office Prop 19",faiz@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial Distrct Lending,72730,2003-09-27,"Financial Distrct Lending - CORP OFF, $72730",yarin@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,BuuSiTa,1783,2003-09-27,"BuuSiTa - Small Office Prop, $1783",tomas@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Quint Star Distribution,29372,2003-10-03,"Quint Star Distribution, SM MFG 14",tomas@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Electronics Display Tech Inc.,3910,2003-10-03,"Electronics Display Tech Inc., Small Office Prop 16",abir@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Westside Reclaimed International,27865,2003-10-03,Westside Reclaimed International / SM MFG $28K,winthrop@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Muuhoopee & Co.,3622,2003-10-03,"Muuhoopee & Co. - Small Office, $3622",rod@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Campus Podiatry,14627,2003-10-10,"Campus Podiatry - Small Healthcare Prop, $14627",abir@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Ambulatory Life,30674,2003-10-10,Ambulatory Life / Small Healthcare $31K,xiaodan@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Electronic Media Tech,4361,2003-10-10,"Electronic Media Tech - Small Office, $4361",adrian@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Fenway One,28504,2003-10-17,"Fenway One - Small Healthcare Property Coverage, $28504",yarin@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Pacific Bank LLC,5529,2003-10-24,Pacific Bank LLC / Small Office Prop $6K,yarin@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sun Iron Supply,26902,2003-10-31,"Sun Iron Supply, Small Mfg Prop 14",stuart@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,MIT Storage Optical,3659,2003-10-31,"MIT Storage Optical, Small Office Prop 15",hammet@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Coast Data Communications LLC,3356,2003-11-07,"Coast Data Communications LLC - Small Office Prop, $3356",devindar@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Kovigu,67575,2003-11-07,"Kovigu - CORP OFC PROP, $67575",xiaodan@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Federal Living LLC,32963,2003-11-07,Federal Living LLC / SM HC PROP $33K,elisha@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,New Storage Tech,97816,2003-11-21,"New Storage Tech, Corp Office Property Coverage 20",hammet@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bola,4088,2003-11-28,"Bola, Small Office 16",giridhar@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,SOMA Data Materials,20906,2003-12-12,"SOMA Data Materials - Large Office Prop, $20906",devindar@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Orchard Network Technologies,30766,2003-12-12,Orchard Network Technologies / Large Office Property Coverage $31K,kristen@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,"Whitford, Kaufmann & Gibson",20883,2003-12-12,"Whitford, Kaufmann & Gibson, Large Office Prop 14",giridhar@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,E. H. Display Communications,32873,2003-12-19,"E. H. Display Communications, Large Office Prop 22",harper@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,New Information Networks,73330,2004-01-02,"New Information Networks - Corp Office, $73330",sherill@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Fairfax Aero Associates Partners,13492,2004-01-02,"Fairfax Aero Associates Partners - Small Mfg, $13492",sherill@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Clementina Data Solutions,68366,2004-01-09,"Clementina Data Solutions - Corp Office Prop, $68366",duston@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,SOMA Touch Research,22146,2004-01-16,"SOMA Touch Research - Large Office Prop, $22146",airianna@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,United Partners,29989,2004-01-16,"United Partners - Large Office, $29989",abir@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Morris Net International & Company,21409,2004-01-23,"Morris Net International & Company, LG OFC PROP 15",tomas@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Arch Life Partners,27134,2004-02-07,"Arch Life Partners, SM HC 14",winthrop@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Federal Living LLC,31359,2004-02-07,"Federal Living LLC - Small Healthcare Prop, $31359",winthrop@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Whole Laboratories,13348,2004-02-21,Whole Laboratories / Small Healthcare $13K,elisha@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial District Limited Inc,110073,2004-02-21,"Financial District Limited Inc, CORP OFF 23",duston@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial Distrct,86296,2004-02-21,"Financial Distrct, CORP OFC PROP 18",xiaodan@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bay Data Materials,4595,2004-02-28,Bay Data Materials / Small Office Prop $5K,stuart@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Yoohagu,30792,2004-03-11,"Yoohagu, Large Office Property Coverage 21",rod@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,South Recycleables Rentals,31095,2004-03-18,"South Recycleables Rentals, SM MFG 15",devindar@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,South Iron Materials,37009,2004-03-18,"South Iron Materials, SM MFG 18",kristen@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Orchard Network Technologies,102769,2004-03-18,Orchard Network Technologies / Corp Office $103K,kristen@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Moss Windows,83906,2004-03-25,Moss Windows / Active Garage $84K,winthrop@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bayview Manufacturing Supply,27728,2004-04-01,Bayview Manufacturing Supply / SM MFG $28K,tomas@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,SOMA Touch Research,21973,2004-04-08,"SOMA Touch Research, Large Office 15",giridhar@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,West Coast Forecasting,4149,2004-04-15,"West Coast Forecasting - SM OFC PROP, $4149",rod@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Zoe Systems,143233,2004-04-15,Zoe Systems / ACTV GAR PROP $143K,joy@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Zugee,1737,2004-04-22,"Zugee - Small Office Prop, $1737",abir@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,N Net Materials,106509,2004-04-29,"N Net Materials, CORP OFC PROP 21",xiaodan@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Merlin Windows,38976,2004-05-07,"Merlin Windows, SM GAR PROP 15",meiying@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,F&F Motorcars,17821,2004-05-07,F&F Motorcars / Small Garage Property Coverage $18K,xiaodan@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bedford Podiatry,37794,2004-05-07,Bedford Podiatry / Small Healthcare Property Coverage $38K,hammet@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bay Data Materials,4835,2004-05-14,"Bay Data Materials, Small Office 19",sherill@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Northern Partners,87088,2004-05-14,"Northern Partners, Corp Office 17",airianna@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Mission Motors,17136,2004-05-21,"Mission Motors - SM GAR PROP, $17136",elisha@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sajeehoo & Company,4936,2004-05-21,Sajeehoo & Company / SM OFC PROP $5K,yarin@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,SOMA Data Materials,20873,2004-05-21,SOMA Data Materials / Large Office Prop $21K,abir@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Fog City,4646,2004-05-21,"Fog City, Small Office Prop 19",giridhar@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,New Storage Tech,4866,2004-05-28,"New Storage Tech - SM OFF, $4866",abir@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Newoda,127261,2004-06-04,Newoda / CORP OFF $127K,sherill@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Adaptive Network Networks,31037,2004-06-04,Adaptive Network Networks / LG OFF $31K,airianna@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial Distrct LLP,1765,2004-06-11,Financial Distrct LLP / SM OFC PROP $$1765,xiaodan@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Independence Instruments Partners,14205,2004-06-18,Independence Instruments Partners / SM HC PROP $14K,winthrop@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,FiDo,71117,2004-06-25,FiDo / CORP OFC PROP $71K,harper@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,South End Storage Labs,72454,2004-07-09,South End Storage Labs / Corp Office Property Coverage $72K,giridhar@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,New Data Machines,21438,2004-07-09,New Data Machines / Large Office Prop $21K,yarin@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,MIT Chiropractic Inc,13849,2004-07-16,"MIT Chiropractic Inc, Small Healthcare Property Coverage 7",tomas@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Inter Info Group,21097,2004-07-16,"Inter Info Group, Large Office 14",airianna@alta-insurance.com,Proposal/Price Quote,New Business
